game_id,date,season,postseason,home_team_id,visitor_team_id,home_team_score,visitor_team_score,home_win,home_team_name,home_conference,home_division,visitor_team_name,visitor_conference,visitor_division
858244,2023-02-23,2022,False,28,19,115,110,1,Toronto Raptors,East,Atlantic,New Orleans Pelicans,West,Southwest
858246,2023-02-23,2022,False,12,2,138,142,0,Indiana Pacers,East,Central,Boston Celtics,East,Atlantic
858255,2023-02-24,2022,False,5,3,131,87,1,Chicago Bulls,East,Central,Brooklyn Nets,East,Atlantic
858256,2023-02-24,2022,False,10,11,116,101,1,Golden State Warriors,West,Pacific,Houston Rockets,West,Southwest
858251,2023-02-24,2022,False,13,26,175,176,0,LA Clippers,West,Pacific,Sacramento Kings,West,Pacific
858249,2023-02-24,2022,False,1,6,136,119,1,Atlanta Hawks,East,Southeast,Cleveland Cavaliers,East,Central
858250,2023-02-24,2022,False,30,20,109,115,0,Washington Wizards,East,Southeast,New York Knicks,East,Atlantic
858252,2023-02-24,2022,False,24,21,124,115,1,Phoenix Suns,West,Pacific,Oklahoma City Thunder,West,Northwest
858253,2023-02-24,2022,False,17,16,128,99,1,Milwaukee Bucks,East,Central,Miami Heat,East,Southeast
858254,2023-02-24,2022,False,18,4,113,121,0,Minnesota Timberwolves,West,Northwest,Charlotte Hornets,East,Southeast
858259,2023-02-25,2022,False,4,16,108,103,1,Charlotte Hornets,East,Southeast,Miami Heat,East,Southeast
858257,2023-02-25,2022,False,9,28,91,95,0,Detroit Pistons,East,Central,Toronto Raptors,East,Atlantic
858263,2023-02-25,2022,False,15,8,112,94,1,Memphis Grizzlies,West,Southwest,Denver Nuggets,West,Northwest
858260,2023-02-25,2022,False,23,2,107,110,0,Philadelphia 76ers,East,Atlantic,Boston Celtics,East,Atlantic
858262,2023-02-25,2022,False,20,19,128,106,1,New York Knicks,East,Atlantic,New Orleans Pelicans,West,Southwest
858258,2023-02-25,2022,False,22,12,108,121,0,Orlando Magic,East,Southeast,Indiana Pacers,East,Central
858261,2023-02-25,2022,False,29,27,118,102,1,Utah Jazz,West,Northwest,San Antonio Spurs,West,Southwest
858264,2023-02-26,2022,False,8,13,134,124,1,Denver Nuggets,West,Northwest,LA Clippers,West,Pacific
858271,2023-02-26,2022,False,25,11,131,114,1,Portland Trail Blazers,West,Northwest,Houston Rockets,West,Southwest
858265,2023-02-26,2022,False,10,18,109,104,1,Golden State Warriors,West,Pacific,Minnesota Timberwolves,West,Northwest
858268,2023-02-26,2022,False,7,14,108,111,0,Dallas Mavericks,West,Southwest,Los Angeles Lakers,West,Pacific
858269,2023-02-26,2022,False,5,30,102,82,1,Chicago Bulls,East,Central,Washington Wizards,East,Southeast
858272,2023-02-26,2022,False,21,26,115,124,0,Oklahoma City Thunder,West,Northwest,Sacramento Kings,West,Pacific
858270,2023-02-26,2022,False,6,28,118,93,1,Cleveland Cavaliers,East,Central,Toronto Raptors,East,Atlantic
858267,2023-02-26,2022,False,17,24,104,101,1,Milwaukee Bucks,East,Central,Phoenix Suns,West,Pacific
858266,2023-02-26,2022,False,1,3,129,127,1,Atlanta Hawks,East,Southeast,Brooklyn Nets,East,Atlantic
858274,2023-02-27,2022,False,19,22,93,101,0,New Orleans Pelicans,West,Southwest,Orlando Magic,East,Southeast
858273,2023-02-27,2022,False,20,2,109,94,1,New York Knicks,East,Atlantic,Boston Celtics,East,Atlantic
858276,2023-02-27,2022,False,4,9,117,106,1,Charlotte Hornets,East,Southeast,Detroit Pistons,East,Central
858275,2023-02-27,2022,False,23,16,99,101,0,Philadelphia 76ers,East,Atlantic,Miami Heat,East,Southeast
858280,2023-02-28,2022,False,1,30,116,119,0,Atlanta Hawks,East,Southeast,Washington Wizards,East,Southeast
858277,2023-02-28,2022,False,29,27,94,102,0,Utah Jazz,West,Northwest,San Antonio Spurs,West,Southwest
858282,2023-02-28,2022,False,3,17,104,118,0,Brooklyn Nets,East,Atlantic,Milwaukee Bucks,East,Central
858281,2023-02-28,2022,False,7,12,122,124,0,Dallas Mavericks,West,Southwest,Indiana Pacers,East,Central
858279,2023-02-28,2022,False,11,8,112,133,0,Houston Rockets,West,Southwest,Denver Nuggets,West,Northwest
858278,2023-02-28,2022,False,13,18,101,108,0,LA Clippers,West,Pacific,Minnesota Timberwolves,West,Northwest
858286,2023-02-28,2022,False,10,25,123,105,1,Golden State Warriors,West,Pacific,Portland Trail Blazers,West,Northwest
858285,2023-02-28,2022,False,28,5,104,98,1,Toronto Raptors,East,Atlantic,Chicago Bulls,East,Central
858284,2023-02-28,2022,False,15,14,121,109,1,Memphis Grizzlies,West,Southwest,Los Angeles Lakers,West,Pacific
858283,2023-02-28,2022,False,21,26,117,123,0,Oklahoma City Thunder,West,Northwest,Sacramento Kings,West,Pacific
858291,2023-03-01,2022,False,17,22,139,117,1,Milwaukee Bucks,East,Central,Orlando Magic,East,Southeast
858295,2023-03-01,2022,False,4,24,91,105,0,Charlotte Hornets,East,Southeast,Phoenix Suns,West,Pacific
858287,2023-03-01,2022,False,25,19,110,121,0,Portland Trail Blazers,West,Northwest,New Orleans Pelicans,West,Southwest
858290,2023-03-01,2022,False,2,6,117,113,1,Boston Celtics,East,Atlantic,Cleveland Cavaliers,East,Central
858292,2023-03-01,2022,False,21,14,117,123,0,Oklahoma City Thunder,West,Northwest,Los Angeles Lakers,West,Pacific
858294,2023-03-01,2022,False,9,5,115,117,0,Detroit Pistons,East,Central,Chicago Bulls,East,Central
858288,2023-03-01,2022,False,20,3,142,118,1,New York Knicks,East,Atlantic,Brooklyn Nets,East,Atlantic
858289,2023-03-01,2022,False,16,23,96,119,0,Miami Heat,East,Southeast,Philadelphia 76ers,East,Atlantic
858293,2023-03-01,2022,False,11,15,99,113,0,Houston Rockets,West,Southwest,Memphis Grizzlies,West,Southwest
858299,2023-03-02,2022,False,7,23,133,126,1,Dallas Mavericks,West,Southwest,Philadelphia 76ers,East,Atlantic
858296,2023-03-02,2022,False,30,28,119,108,1,Washington Wizards,East,Southeast,Toronto Raptors,East,Atlantic
858298,2023-03-02,2022,False,10,13,115,91,1,Golden State Warriors,West,Pacific,LA Clippers,West,Pacific
858297,2023-03-02,2022,False,27,12,110,99,1,San Antonio Spurs,West,Southwest,Indiana Pacers,East,Central
858303,2023-03-03,2022,False,1,25,129,111,1,Atlanta Hawks,East,Southeast,Portland Trail Blazers,West,Northwest
858301,2023-03-03,2022,False,14,18,102,110,0,Los Angeles Lakers,West,Pacific,Minnesota Timberwolves,West,Northwest
858307,2023-03-03,2022,False,2,3,105,115,0,Boston Celtics,East,Atlantic,Brooklyn Nets,East,Atlantic
858306,2023-03-03,2022,False,8,15,113,97,1,Denver Nuggets,West,Northwest,Memphis Grizzlies,West,Southwest
858300,2023-03-03,2022,False,26,13,128,127,1,Sacramento Kings,West,Pacific,LA Clippers,West,Pacific
858309,2023-03-03,2022,False,10,19,108,99,1,Golden State Warriors,West,Pacific,New Orleans Pelicans,West,Southwest
858305,2023-03-03,2022,False,16,20,120,122,0,Miami Heat,East,Southeast,New York Knicks,East,Atlantic
858302,2023-03-03,2022,False,4,22,106,117,0,Charlotte Hornets,East,Southeast,Orlando Magic,East,Southeast
858304,2023-03-03,2022,False,5,24,104,125,0,Chicago Bulls,East,Central,Phoenix Suns,West,Pacific
858308,2023-03-03,2022,False,21,29,130,103,1,Oklahoma City Thunder,West,Northwest,Utah Jazz,West,Northwest
858314,2023-03-04,2022,False,16,1,117,109,1,Miami Heat,East,Southeast,Atlanta Hawks,East,Southeast
858315,2023-03-04,2022,False,6,9,114,90,1,Cleveland Cavaliers,East,Central,Detroit Pistons,East,Central
858312,2023-03-04,2022,False,26,18,134,138,0,Sacramento Kings,West,Pacific,Minnesota Timberwolves,West,Northwest
858313,2023-03-04,2022,False,27,11,110,122,0,San Antonio Spurs,West,Southwest,Houston Rockets,West,Southwest
858311,2023-03-04,2022,False,30,28,109,116,0,Washington Wizards,East,Southeast,Toronto Raptors,East,Atlantic
858310,2023-03-04,2022,False,17,23,130,133,0,Milwaukee Bucks,East,Central,Philadelphia 76ers,East,Atlantic
858323,2023-03-05,2022,False,22,25,119,122,0,Orlando Magic,East,Southeast,Portland Trail Blazers,West,Northwest
858319,2023-03-05,2022,False,7,24,126,130,0,Dallas Mavericks,West,Southwest,Phoenix Suns,West,Pacific
858321,2023-03-05,2022,False,11,27,142,110,1,Houston Rockets,West,Southwest,San Antonio Spurs,West,Southwest
858322,2023-03-05,2022,False,3,4,102,86,1,Brooklyn Nets,East,Atlantic,Charlotte Hornets,East,Southeast
858318,2023-03-05,2022,False,21,29,129,119,1,Oklahoma City Thunder,West,Northwest,Utah Jazz,West,Northwest
858317,2023-03-05,2022,False,14,10,113,105,1,Los Angeles Lakers,West,Pacific,Golden State Warriors,West,Pacific
858320,2023-03-05,2022,False,5,12,122,125,0,Chicago Bulls,East,Central,Indiana Pacers,East,Central
858316,2023-03-05,2022,False,2,20,129,131,0,Boston Celtics,East,Atlantic,New York Knicks,East,Atlantic
858324,2023-03-05,2022,False,13,15,135,129,1,LA Clippers,West,Pacific,Memphis Grizzlies,West,Southwest
858325,2023-03-06,2022,False,30,17,111,117,0,Washington Wizards,East,Southeast,Milwaukee Bucks,East,Central
858329,2023-03-06,2022,False,26,19,123,108,1,Sacramento Kings,West,Pacific,New Orleans Pelicans,West,Southwest
858327,2023-03-06,2022,False,8,28,118,113,1,Denver Nuggets,West,Northwest,Toronto Raptors,East,Atlantic
858326,2023-03-06,2022,False,16,1,130,128,1,Miami Heat,East,Southeast,Atlanta Hawks,East,Southeast
858328,2023-03-06,2022,False,6,2,118,114,1,Cleveland Cavaliers,East,Central,Boston Celtics,East,Atlantic
858330,2023-03-06,2022,False,12,23,143,147,0,Indiana Pacers,East,Central,Philadelphia 76ers,East,Atlantic
858334,2023-03-07,2022,False,18,23,94,117,0,Minnesota Timberwolves,West,Northwest,Philadelphia 76ers,East,Atlantic
858331,2023-03-07,2022,False,20,4,105,112,0,New York Knicks,East,Atlantic,Charlotte Hornets,East,Southeast
858338,2023-03-07,2022,False,14,15,112,103,1,Los Angeles Lakers,West,Pacific,Memphis Grizzlies,West,Southwest
858336,2023-03-07,2022,False,7,29,120,116,1,Dallas Mavericks,West,Southwest,Utah Jazz,West,Northwest
858335,2023-03-07,2022,False,11,3,96,118,0,Houston Rockets,West,Southwest,Brooklyn Nets,East,Atlantic
858337,2023-03-07,2022,False,22,17,123,134,0,Orlando Magic,East,Southeast,Milwaukee Bucks,East,Central
858332,2023-03-07,2022,False,9,25,104,110,0,Detroit Pistons,East,Central,Portland Trail Blazers,West,Northwest
858333,2023-03-07,2022,False,21,10,137,128,1,Oklahoma City Thunder,West,Northwest,Golden State Warriors,West,Pacific
858343,2023-03-08,2022,False,2,25,115,93,1,Boston Celtics,East,Atlantic,Portland Trail Blazers,West,Northwest
858342,2023-03-08,2022,False,8,5,96,117,0,Denver Nuggets,West,Northwest,Chicago Bulls,East,Central
858339,2023-03-08,2022,False,16,6,100,104,0,Miami Heat,East,Southeast,Cleveland Cavaliers,East,Central
858345,2023-03-08,2022,False,13,28,108,100,1,LA Clippers,West,Pacific,Toronto Raptors,East,Atlantic
858344,2023-03-08,2022,False,24,21,132,101,1,Phoenix Suns,West,Pacific,Oklahoma City Thunder,West,Northwest
858341,2023-03-08,2022,False,30,1,120,122,0,Washington Wizards,East,Southeast,Atlanta Hawks,East,Southeast
858340,2023-03-08,2022,False,19,7,113,106,1,New Orleans Pelicans,West,Southwest,Dallas Mavericks,West,Southwest
858347,2023-03-09,2022,False,22,29,124,131,0,Orlando Magic,East,Southeast,Utah Jazz,West,Northwest
858349,2023-03-09,2022,False,15,10,131,110,1,Memphis Grizzlies,West,Southwest,Golden State Warriors,West,Pacific
858346,2023-03-09,2022,False,9,4,103,113,0,Detroit Pistons,East,Central,Charlotte Hornets,East,Southeast
858350,2023-03-09,2022,False,12,11,134,125,1,Indiana Pacers,East,Central,Houston Rockets,West,Southwest
858351,2023-03-09,2022,False,17,3,118,113,1,Milwaukee Bucks,East,Central,Brooklyn Nets,East,Atlantic
858348,2023-03-09,2022,False,26,20,122,117,1,Sacramento Kings,West,Pacific,New York Knicks,East,Atlantic
858352,2023-03-10,2022,False,18,3,123,124,0,Minnesota Timberwolves,West,Northwest,Brooklyn Nets,East,Atlantic
858353,2023-03-10,2022,False,14,28,122,112,1,Los Angeles Lakers,West,Pacific,Toronto Raptors,East,Atlantic
858356,2023-03-10,2022,False,23,25,120,119,1,Philadelphia 76ers,East,Atlantic,Portland Trail Blazers,West,Northwest
858354,2023-03-10,2022,False,30,1,107,114,0,Washington Wizards,East,Southeast,Atlanta Hawks,East,Southeast
858357,2023-03-10,2022,False,16,6,119,115,1,Miami Heat,East,Southeast,Cleveland Cavaliers,East,Central
858355,2023-03-10,2022,False,27,8,128,120,1,San Antonio Spurs,West,Southwest,Denver Nuggets,West,Northwest
858363,2023-03-11,2022,False,22,16,126,114,1,Orlando Magic,East,Southeast,Miami Heat,East,Southeast
858364,2023-03-11,2022,False,4,29,111,119,0,Charlotte Hornets,East,Southeast,Utah Jazz,West,Northwest
858366,2023-03-11,2022,False,1,2,125,134,0,Atlanta Hawks,East,Southeast,Boston Celtics,East,Atlantic
858359,2023-03-11,2022,False,24,26,119,128,0,Phoenix Suns,West,Pacific,Sacramento Kings,West,Pacific
858365,2023-03-11,2022,False,11,5,111,119,0,Houston Rockets,West,Southwest,Chicago Bulls,East,Central
858358,2023-03-11,2022,False,10,17,125,116,1,Golden State Warriors,West,Pacific,Milwaukee Bucks,East,Central
858361,2023-03-11,2022,False,9,12,115,121,0,Detroit Pistons,East,Central,Indiana Pacers,East,Central
858367,2023-03-11,2022,False,15,7,112,108,1,Memphis Grizzlies,West,Southwest,Dallas Mavericks,West,Southwest
858360,2023-03-11,2022,False,13,20,106,95,1,LA Clippers,West,Pacific,New York Knicks,East,Atlantic
858362,2023-03-11,2022,False,19,21,96,110,0,New Orleans Pelicans,West,Southwest,Oklahoma City Thunder,West,Northwest
858368,2023-03-12,2022,False,23,30,112,93,1,Philadelphia 76ers,East,Atlantic,Washington Wizards,East,Southeast
858373,2023-03-12,2022,False,14,20,108,112,0,Los Angeles Lakers,West,Pacific,New York Knicks,East,Atlantic
858369,2023-03-12,2022,False,8,3,120,122,0,Denver Nuggets,West,Northwest,Brooklyn Nets,East,Atlantic
858370,2023-03-12,2022,False,19,25,127,110,1,New Orleans Pelicans,West,Southwest,Portland Trail Blazers,West,Northwest
858372,2023-03-12,2022,False,4,6,108,114,0,Charlotte Hornets,East,Southeast,Cleveland Cavaliers,East,Central
858371,2023-03-12,2022,False,27,21,90,102,0,San Antonio Spurs,West,Southwest,Oklahoma City Thunder,West,Northwest
858374,2023-03-13,2022,False,16,29,119,115,1,Miami Heat,East,Southeast,Utah Jazz,West,Northwest
858379,2023-03-13,2022,False,9,12,117,97,1,Detroit Pistons,East,Central,Indiana Pacers,East,Central
858378,2023-03-13,2022,False,7,15,88,104,0,Dallas Mavericks,West,Southwest,Memphis Grizzlies,West,Southwest
858380,2023-03-13,2022,False,26,17,124,133,0,Sacramento Kings,West,Pacific,Milwaukee Bucks,East,Central
858377,2023-03-13,2022,False,1,18,115,136,0,Atlanta Hawks,East,Southeast,Minnesota Timberwolves,West,Northwest
858376,2023-03-13,2022,False,11,2,111,109,1,Houston Rockets,West,Southwest,Boston Celtics,East,Atlantic
858375,2023-03-13,2022,False,10,24,123,112,1,Golden State Warriors,West,Pacific,Phoenix Suns,West,Pacific
858383,2023-03-14,2022,False,4,6,104,120,0,Charlotte Hornets,East,Southeast,Cleveland Cavaliers,East,Central
858386,2023-03-14,2022,False,28,8,125,110,1,Toronto Raptors,East,Atlantic,Denver Nuggets,West,Northwest
858385,2023-03-14,2022,False,30,9,117,97,1,Washington Wizards,East,Southeast,Detroit Pistons,East,Central
858387,2023-03-14,2022,False,24,17,104,116,0,Phoenix Suns,West,Pacific,Milwaukee Bucks,East,Central
858381,2023-03-14,2022,False,21,3,121,107,1,Oklahoma City Thunder,West,Northwest,Brooklyn Nets,East,Atlantic
858384,2023-03-14,2022,False,27,22,132,114,1,San Antonio Spurs,West,Southwest,Orlando Magic,East,Southeast
858388,2023-03-14,2022,False,25,20,107,123,0,Portland Trail Blazers,West,Northwest,New York Knicks,East,Atlantic
858382,2023-03-14,2022,False,19,14,108,123,0,New Orleans Pelicans,West,Southwest,Los Angeles Lakers,West,Pacific
858395,2023-03-15,2022,False,5,26,114,117,0,Chicago Bulls,East,Central,Sacramento Kings,West,Pacific
858394,2023-03-15,2022,False,16,15,138,119,1,Miami Heat,East,Southeast,Memphis Grizzlies,West,Southwest
858392,2023-03-15,2022,False,13,10,134,126,1,LA Clippers,West,Pacific,Golden State Warriors,West,Pacific
858389,2023-03-15,2022,False,27,7,128,137,0,San Antonio Spurs,West,Southwest,Dallas Mavericks,West,Southwest
858393,2023-03-15,2022,False,6,23,109,118,0,Cleveland Cavaliers,East,Central,Philadelphia 76ers,East,Atlantic
858391,2023-03-15,2022,False,11,14,114,110,1,Houston Rockets,West,Southwest,Los Angeles Lakers,West,Pacific
858390,2023-03-15,2022,False,18,2,102,104,0,Minnesota Timberwolves,West,Northwest,Boston Celtics,East,Atlantic
858398,2023-03-16,2022,False,9,8,100,119,0,Detroit Pistons,East,Central,Denver Nuggets,West,Northwest
858396,2023-03-16,2022,False,17,12,123,139,0,Milwaukee Bucks,East,Central,Indiana Pacers,East,Central
858399,2023-03-16,2022,False,28,21,128,111,1,Toronto Raptors,East,Atlantic,Oklahoma City Thunder,West,Northwest
858397,2023-03-16,2022,False,24,22,116,113,1,Phoenix Suns,West,Pacific,Orlando Magic,East,Southeast
858400,2023-03-16,2022,False,3,26,96,101,0,Brooklyn Nets,East,Atlantic,Sacramento Kings,West,Pacific
858407,2023-03-17,2022,False,27,15,120,126,0,San Antonio Spurs,West,Southwest,Memphis Grizzlies,West,Southwest
858408,2023-03-17,2022,False,4,23,82,121,0,Charlotte Hornets,East,Southeast,Philadelphia 76ers,East,Atlantic
858401,2023-03-17,2022,False,5,18,139,131,1,Chicago Bulls,East,Central,Minnesota Timberwolves,West,Northwest
858403,2023-03-17,2022,False,25,2,112,126,0,Portland Trail Blazers,West,Northwest,Boston Celtics,East,Atlantic
858404,2023-03-17,2022,False,14,7,110,111,0,Los Angeles Lakers,West,Pacific,Dallas Mavericks,West,Southwest
858406,2023-03-17,2022,False,1,10,127,119,1,Atlanta Hawks,East,Southeast,Golden State Warriors,West,Pacific
858405,2023-03-17,2022,False,11,19,114,112,1,Houston Rockets,West,Southwest,New Orleans Pelicans,West,Southwest
858402,2023-03-17,2022,False,6,30,117,94,1,Cleveland Cavaliers,East,Central,Washington Wizards,East,Southeast
858416,2023-03-18,2022,False,29,2,118,117,1,Utah Jazz,West,Northwest,Boston Celtics,East,Atlantic
858409,2023-03-18,2022,False,12,23,121,141,0,Indiana Pacers,East,Central,Philadelphia 76ers,East,Atlantic
858413,2023-03-18,2022,False,13,22,108,113,0,LA Clippers,West,Pacific,Orlando Magic,East,Southeast
858414,2023-03-18,2022,False,15,10,133,119,1,Memphis Grizzlies,West,Southwest,Golden State Warriors,West,Pacific
858412,2023-03-18,2022,False,5,16,113,99,1,Chicago Bulls,East,Central,Miami Heat,East,Southeast
858411,2023-03-18,2022,False,20,8,116,110,1,New York Knicks,East,Atlantic,Denver Nuggets,West,Northwest
858415,2023-03-18,2022,False,28,18,122,107,1,Toronto Raptors,East,Atlantic,Minnesota Timberwolves,West,Northwest
858410,2023-03-18,2022,False,30,26,118,132,0,Washington Wizards,East,Southeast,Sacramento Kings,West,Pacific
858418,2023-03-19,2022,False,11,19,107,117,0,Houston Rockets,West,Southwest,New Orleans Pelicans,West,Southwest
858424,2023-03-19,2022,False,3,8,102,108,0,Brooklyn Nets,East,Atlantic,Denver Nuggets,West,Northwest
858421,2023-03-19,2022,False,25,13,102,117,0,Portland Trail Blazers,West,Northwest,LA Clippers,West,Pacific
858420,2023-03-19,2022,False,14,22,111,105,1,Los Angeles Lakers,West,Pacific,Orlando Magic,East,Southeast
858422,2023-03-19,2022,False,21,24,124,120,1,Oklahoma City Thunder,West,Northwest,Phoenix Suns,West,Pacific
858417,2023-03-19,2022,False,27,1,126,118,1,San Antonio Spurs,West,Southwest,Atlanta Hawks,East,Southeast
858419,2023-03-19,2022,False,9,16,100,112,0,Detroit Pistons,East,Central,Miami Heat,East,Southeast
858423,2023-03-19,2022,False,17,28,118,111,1,Milwaukee Bucks,East,Central,Toronto Raptors,East,Atlantic
858428,2023-03-20,2022,False,20,18,134,140,0,New York Knicks,East,Atlantic,Minnesota Timberwolves,West,Northwest
858426,2023-03-20,2022,False,23,5,105,109,0,Philadelphia 76ers,East,Atlantic,Chicago Bulls,East,Central
858430,2023-03-20,2022,False,11,10,108,121,0,Houston Rockets,West,Southwest,Golden State Warriors,West,Pacific
858427,2023-03-20,2022,False,15,7,112,108,1,Memphis Grizzlies,West,Southwest,Dallas Mavericks,West,Southwest
858425,2023-03-20,2022,False,4,12,115,109,1,Charlotte Hornets,East,Southeast,Indiana Pacers,East,Central
858429,2023-03-20,2022,False,29,26,128,120,1,Utah Jazz,West,Northwest,Sacramento Kings,West,Pacific
858432,2023-03-21,2022,False,22,30,122,112,1,Orlando Magic,East,Southeast,Washington Wizards,East,Southeast
858434,2023-03-21,2022,False,26,2,109,132,0,Sacramento Kings,West,Pacific,Boston Celtics,East,Atlantic
858435,2023-03-21,2022,False,19,27,119,84,1,New Orleans Pelicans,West,Southwest,San Antonio Spurs,West,Southwest
858431,2023-03-21,2022,False,3,6,109,115,0,Brooklyn Nets,East,Atlantic,Cleveland Cavaliers,East,Central
858436,2023-03-21,2022,False,13,21,100,101,0,LA Clippers,West,Pacific,Oklahoma City Thunder,West,Northwest
858433,2023-03-21,2022,False,1,9,129,107,1,Atlanta Hawks,East,Southeast,Detroit Pistons,East,Central
858439,2023-03-22,2022,False,30,8,104,118,0,Washington Wizards,East,Southeast,Denver Nuggets,West,Northwest
858443,2023-03-22,2022,False,15,11,130,125,1,Memphis Grizzlies,West,Southwest,Houston Rockets,West,Southwest
858446,2023-03-22,2022,False,18,1,125,124,1,Minnesota Timberwolves,West,Northwest,Atlanta Hawks,East,Southeast
858438,2023-03-22,2022,False,14,24,122,111,1,Los Angeles Lakers,West,Pacific,Phoenix Suns,West,Pacific
858440,2023-03-22,2022,False,16,20,127,120,1,Miami Heat,East,Southeast,New York Knicks,East,Atlantic
858445,2023-03-22,2022,False,5,23,91,116,0,Chicago Bulls,East,Central,Philadelphia 76ers,East,Atlantic
858444,2023-03-22,2022,False,7,10,125,127,0,Dallas Mavericks,West,Southwest,Golden State Warriors,West,Pacific
858437,2023-03-22,2022,False,29,25,115,127,0,Utah Jazz,West,Northwest,Portland Trail Blazers,West,Northwest
858442,2023-03-22,2022,False,17,27,130,94,1,Milwaukee Bucks,East,Central,San Antonio Spurs,West,Southwest
858441,2023-03-22,2022,False,28,12,114,118,0,Toronto Raptors,East,Atlantic,Indiana Pacers,East,Central
858449,2023-03-23,2022,False,13,21,127,105,1,LA Clippers,West,Pacific,Oklahoma City Thunder,West,Northwest
858447,2023-03-23,2022,False,22,20,111,106,1,Orlando Magic,East,Southeast,New York Knicks,East,Atlantic
858448,2023-03-23,2022,False,19,4,115,96,1,New Orleans Pelicans,West,Southwest,Charlotte Hornets,East,Southeast
858450,2023-03-23,2022,False,3,6,114,116,0,Brooklyn Nets,East,Atlantic,Cleveland Cavaliers,East,Central
858451,2023-03-24,2022,False,14,21,116,111,1,Los Angeles Lakers,West,Pacific,Oklahoma City Thunder,West,Northwest
858453,2023-03-24,2022,False,28,9,118,97,1,Toronto Raptors,East,Atlantic,Detroit Pistons,East,Central
858454,2023-03-24,2022,False,10,23,120,112,1,Golden State Warriors,West,Pacific,Philadelphia 76ers,East,Atlantic
858458,2023-03-24,2022,False,29,17,116,144,0,Utah Jazz,West,Northwest,Milwaukee Bucks,East,Central
858456,2023-03-24,2022,False,15,11,151,114,1,Memphis Grizzlies,West,Southwest,Houston Rockets,West,Southwest
858452,2023-03-24,2022,False,25,5,96,124,0,Portland Trail Blazers,West,Northwest,Chicago Bulls,East,Central
858455,2023-03-24,2022,False,7,4,109,117,0,Dallas Mavericks,West,Southwest,Charlotte Hornets,East,Southeast
858459,2023-03-24,2022,False,30,27,136,124,1,Washington Wizards,East,Southeast,San Antonio Spurs,West,Southwest
858460,2023-03-24,2022,False,26,24,135,127,1,Sacramento Kings,West,Pacific,Phoenix Suns,West,Pacific
858457,2023-03-24,2022,False,2,12,120,95,1,Boston Celtics,East,Atlantic,Indiana Pacers,East,Central
858461,2023-03-25,2022,False,1,12,143,130,1,Atlanta Hawks,East,Southeast,Indiana Pacers,East,Central
858464,2023-03-25,2022,False,13,19,110,131,0,LA Clippers,West,Pacific,New Orleans Pelicans,West,Southwest
858463,2023-03-25,2022,False,8,17,129,106,1,Denver Nuggets,West,Northwest,Milwaukee Bucks,East,Central
858466,2023-03-25,2022,False,16,3,100,129,0,Miami Heat,East,Southeast,Brooklyn Nets,East,Atlantic
858462,2023-03-25,2022,False,24,23,125,105,1,Phoenix Suns,West,Pacific,Philadelphia 76ers,East,Atlantic
858465,2023-03-25,2022,False,26,29,121,113,1,Sacramento Kings,West,Pacific,Utah Jazz,West,Northwest
858472,2023-03-26,2022,False,6,11,108,91,1,Cleveland Cavaliers,East,Central,Houston Rockets,West,Southwest
858468,2023-03-26,2022,False,2,27,137,93,1,Boston Celtics,East,Atlantic,San Antonio Spurs,West,Southwest
858470,2023-03-26,2022,False,14,5,108,118,0,Los Angeles Lakers,West,Pacific,Chicago Bulls,East,Central
858469,2023-03-26,2022,False,22,3,119,106,1,Orlando Magic,East,Southeast,Brooklyn Nets,East,Atlantic
858473,2023-03-26,2022,False,28,30,114,104,1,Toronto Raptors,East,Atlantic,Washington Wizards,East,Southeast
858471,2023-03-26,2022,False,4,7,110,104,1,Charlotte Hornets,East,Southeast,Dallas Mavericks,West,Southwest
858475,2023-03-26,2022,False,25,21,112,118,0,Portland Trail Blazers,West,Northwest,Oklahoma City Thunder,West,Northwest
858474,2023-03-26,2022,False,1,15,119,123,0,Atlanta Hawks,East,Southeast,Memphis Grizzlies,West,Southwest
858467,2023-03-26,2022,False,10,18,96,99,0,Golden State Warriors,West,Pacific,Minnesota Timberwolves,West,Northwest
858481,2023-03-27,2022,False,25,19,90,124,0,Portland Trail Blazers,West,Northwest,New Orleans Pelicans,West,Southwest
858480,2023-03-27,2022,False,29,24,103,117,0,Utah Jazz,West,Northwest,Phoenix Suns,West,Pacific
858479,2023-03-27,2022,False,20,11,137,115,1,New York Knicks,East,Atlantic,Houston Rockets,West,Southwest
858476,2023-03-27,2022,False,9,17,117,126,0,Detroit Pistons,East,Central,Milwaukee Bucks,East,Central
858477,2023-03-27,2022,False,8,23,116,111,1,Denver Nuggets,West,Northwest,Philadelphia 76ers,East,Atlantic
858478,2023-03-27,2022,False,26,18,115,119,0,Sacramento Kings,West,Pacific,Minnesota Timberwolves,West,Northwest
858482,2023-03-27,2022,False,13,5,124,112,1,LA Clippers,West,Pacific,Chicago Bulls,East,Central
858483,2023-03-27,2022,False,12,7,104,127,0,Indiana Pacers,East,Central,Dallas Mavericks,West,Southwest
858488,2023-03-28,2022,False,21,4,134,137,0,Oklahoma City Thunder,West,Northwest,Charlotte Hornets,East,Southeast
858487,2023-03-28,2022,False,30,2,130,111,1,Washington Wizards,East,Southeast,Boston Celtics,East,Atlantic
858489,2023-03-28,2022,False,15,22,113,108,1,Memphis Grizzlies,West,Southwest,Orlando Magic,East,Southeast
858486,2023-03-28,2022,False,10,19,120,109,1,Golden State Warriors,West,Pacific,New Orleans Pelicans,West,Southwest
