game_id,date,season,postseason,home_team_id,visitor_team_id,home_team_score,visitor_team_score,home_win,home_team_name,home_conference,home_division,visitor_team_name,visitor_conference,visitor_division
474246,2022-02-11,2021,False,5,18,134,122,1,Chicago Bulls,East,Central,Minnesota Timberwolves,West,Northwest
474251,2022-02-11,2021,False,23,21,100,87,1,Philadelphia 76ers,East,Atlantic,Oklahoma City Thunder,West,Northwest
474248,2022-02-11,2021,False,29,22,114,99,1,Utah Jazz,West,Northwest,Orlando Magic,East,Southeast
474247,2022-02-11,2021,False,2,8,108,102,1,Boston Celtics,East,Atlantic,Denver Nuggets,West,Northwest
474249,2022-02-11,2021,False,9,4,119,141,0,Detroit Pistons,East,Central,Charlotte Hornets,East,Southeast
474252,2022-02-11,2021,False,1,27,121,136,0,Atlanta Hawks,East,Southeast,San Antonio Spurs,West,Southwest
474259,2022-02-12,2021,False,28,8,109,110,0,Toronto Raptors,East,Atlantic,Denver Nuggets,West,Northwest
474254,2022-02-12,2021,False,4,15,118,125,0,Charlotte Hornets,East,Southeast,Memphis Grizzlies,West,Southwest
474262,2022-02-12,2021,False,19,27,114,124,0,New Orleans Pelicans,West,Southwest,San Antonio Spurs,West,Southwest
474253,2022-02-12,2021,False,25,20,112,103,1,Portland Trail Blazers,West,Northwest,New York Knicks,East,Atlantic
474256,2022-02-12,2021,False,16,3,115,111,1,Miami Heat,East,Southeast,Brooklyn Nets,East,Atlantic
474260,2022-02-12,2021,False,7,13,97,99,0,Dallas Mavericks,West,Southwest,LA Clippers,West,Pacific
474258,2022-02-12,2021,False,23,6,103,93,1,Philadelphia 76ers,East,Atlantic,Cleveland Cavaliers,East,Central
474257,2022-02-12,2021,False,10,14,117,115,1,Golden State Warriors,West,Pacific,Los Angeles Lakers,West,Pacific
474255,2022-02-12,2021,False,30,26,110,123,0,Washington Wizards,East,Southeast,Sacramento Kings,West,Pacific
474261,2022-02-12,2021,False,5,21,106,101,1,Chicago Bulls,East,Central,Oklahoma City Thunder,West,Northwest
474263,2022-02-12,2021,False,24,22,132,105,1,Phoenix Suns,West,Pacific,Orlando Magic,East,Southeast
474264,2022-02-13,2021,False,2,1,105,95,1,Boston Celtics,East,Atlantic,Atlanta Hawks,East,Southeast
474265,2022-02-13,2021,False,12,18,120,129,0,Indiana Pacers,East,Central,Minnesota Timberwolves,West,Northwest
474274,2022-02-14,2021,False,20,21,123,127,0,New York Knicks,East,Atlantic,Oklahoma City Thunder,West,Northwest
474273,2022-02-14,2021,False,19,28,120,90,1,New Orleans Pelicans,West,Southwest,Toronto Raptors,East,Atlantic
474271,2022-02-14,2021,False,29,11,135,101,1,Utah Jazz,West,Northwest,Houston Rockets,West,Southwest
474272,2022-02-14,2021,False,3,26,109,85,1,Brooklyn Nets,East,Atlantic,Sacramento Kings,West,Pacific
474268,2022-02-14,2021,False,30,9,103,94,1,Washington Wizards,East,Southeast,Detroit Pistons,East,Central
474270,2022-02-14,2021,False,8,22,121,111,1,Denver Nuggets,West,Northwest,Orlando Magic,East,Southeast
474269,2022-02-14,2021,False,5,27,120,109,1,Chicago Bulls,East,Central,San Antonio Spurs,West,Southwest
474266,2022-02-14,2021,False,17,25,107,122,0,Milwaukee Bucks,East,Central,Portland Trail Blazers,West,Northwest
474267,2022-02-14,2021,False,13,10,119,104,1,LA Clippers,West,Pacific,Golden State Warriors,West,Pacific
474278,2022-02-15,2021,False,19,15,109,121,0,New Orleans Pelicans,West,Southwest,Memphis Grizzlies,West,Southwest
474275,2022-02-15,2021,False,1,6,124,116,1,Atlanta Hawks,East,Southeast,Cleveland Cavaliers,East,Central
474280,2022-02-15,2021,False,17,12,128,119,1,Milwaukee Bucks,East,Central,Indiana Pacers,East,Central
474277,2022-02-15,2021,False,16,7,99,107,0,Miami Heat,East,Southeast,Dallas Mavericks,West,Southwest
474276,2022-02-15,2021,False,23,2,87,135,0,Philadelphia 76ers,East,Atlantic,Boston Celtics,East,Atlantic
474279,2022-02-15,2021,False,18,4,126,120,1,Minnesota Timberwolves,West,Northwest,Charlotte Hornets,East,Southeast
474281,2022-02-15,2021,False,24,13,103,96,1,Phoenix Suns,West,Pacific,LA Clippers,West,Pacific
474286,2022-02-16,2021,False,12,30,113,108,1,Indiana Pacers,East,Central,Washington Wizards,East,Southeast
474290,2022-02-16,2021,False,24,11,124,121,1,Phoenix Suns,West,Pacific,Houston Rockets,West,Southwest
474291,2022-02-16,2021,False,10,8,116,117,0,Golden State Warriors,West,Pacific,Denver Nuggets,West,Northwest
474285,2022-02-16,2021,False,15,25,119,123,0,Memphis Grizzlies,West,Southwest,Portland Trail Blazers,West,Northwest
474292,2022-02-16,2021,False,14,29,106,101,1,Los Angeles Lakers,West,Pacific,Utah Jazz,West,Northwest
474283,2022-02-16,2021,False,18,28,91,103,0,Minnesota Timberwolves,West,Northwest,Toronto Raptors,East,Atlantic
474289,2022-02-16,2021,False,21,27,106,114,0,Oklahoma City Thunder,West,Northwest,San Antonio Spurs,West,Southwest
474288,2022-02-16,2021,False,2,9,111,112,0,Boston Celtics,East,Atlantic,Detroit Pistons,East,Central
474282,2022-02-16,2021,False,20,3,106,111,0,New York Knicks,East,Atlantic,Brooklyn Nets,East,Atlantic
474287,2022-02-16,2021,False,22,1,109,130,0,Orlando Magic,East,Southeast,Atlanta Hawks,East,Southeast
474284,2022-02-16,2021,False,5,26,125,118,1,Chicago Bulls,East,Central,Sacramento Kings,West,Pacific
474296,2022-02-17,2021,False,13,11,142,111,1,LA Clippers,West,Pacific,Houston Rockets,West,Southwest
474293,2022-02-17,2021,False,17,23,120,123,0,Milwaukee Bucks,East,Central,Philadelphia 76ers,East,Atlantic
474294,2022-02-17,2021,False,19,7,118,125,0,New Orleans Pelicans,West,Southwest,Dallas Mavericks,West,Southwest
474295,2022-02-17,2021,False,4,16,107,111,0,Charlotte Hornets,East,Southeast,Miami Heat,East,Southeast
474300,2022-02-24,2021,False,9,6,106,103,1,Detroit Pistons,East,Central,Cleveland Cavaliers,East,Central
474302,2022-02-24,2021,False,21,24,104,124,0,Oklahoma City Thunder,West,Northwest,Phoenix Suns,West,Pacific
474297,2022-02-24,2021,False,25,10,95,132,0,Portland Trail Blazers,West,Northwest,Golden State Warriors,West,Pacific
474298,2022-02-24,2021,False,5,1,112,108,1,Chicago Bulls,East,Central,Atlanta Hawks,East,Southeast
474301,2022-02-24,2021,False,3,2,106,129,0,Brooklyn Nets,East,Atlantic,Boston Celtics,East,Atlantic
474299,2022-02-24,2021,False,18,15,119,114,1,Minnesota Timberwolves,West,Northwest,Memphis Grizzlies,West,Southwest
474303,2022-02-24,2021,False,26,8,110,128,0,Sacramento Kings,West,Pacific,Denver Nuggets,West,Northwest
474312,2022-02-25,2021,False,14,13,102,105,0,Los Angeles Lakers,West,Pacific,LA Clippers,West,Pacific
474304,2022-02-25,2021,False,20,16,100,115,0,New York Knicks,East,Atlantic,Miami Heat,East,Southeast
474306,2022-02-25,2021,False,18,23,102,133,0,Minnesota Timberwolves,West,Northwest,Philadelphia 76ers,East,Atlantic
474307,2022-02-25,2021,False,30,27,153,157,0,Washington Wizards,East,Southeast,San Antonio Spurs,West,Southwest
474309,2022-02-25,2021,False,12,21,125,129,0,Indiana Pacers,East,Central,Oklahoma City Thunder,West,Northwest
474308,2022-02-25,2021,False,29,7,114,109,1,Utah Jazz,West,Northwest,Dallas Mavericks,West,Southwest
474305,2022-02-25,2021,False,24,19,102,117,0,Phoenix Suns,West,Pacific,New Orleans Pelicans,West,Southwest
474311,2022-02-25,2021,False,22,11,119,111,1,Orlando Magic,East,Southeast,Houston Rockets,West,Southwest
474310,2022-02-25,2021,False,4,28,125,93,1,Charlotte Hornets,East,Southeast,Toronto Raptors,East,Atlantic
474315,2022-02-26,2021,False,6,30,92,86,1,Cleveland Cavaliers,East,Central,Washington Wizards,East,Southeast
474317,2022-02-26,2021,False,16,27,133,129,1,Miami Heat,East,Southeast,San Antonio Spurs,West,Southwest
474319,2022-02-26,2021,False,5,15,110,116,0,Chicago Bulls,East,Central,Memphis Grizzlies,West,Southwest
474313,2022-02-26,2021,False,1,28,127,100,1,Atlanta Hawks,East,Southeast,Toronto Raptors,East,Atlantic
474314,2022-02-26,2021,False,8,26,115,110,1,Denver Nuggets,West,Northwest,Sacramento Kings,West,Pacific
474316,2022-02-26,2021,False,9,2,104,113,0,Detroit Pistons,East,Central,Boston Celtics,East,Atlantic
474318,2022-02-26,2021,False,17,3,123,126,0,Milwaukee Bucks,East,Central,Brooklyn Nets,East,Atlantic
474321,2022-02-27,2021,False,20,23,109,125,0,New York Knicks,East,Atlantic,Philadelphia 76ers,East,Atlantic
474326,2022-02-27,2021,False,14,19,95,123,0,Los Angeles Lakers,West,Pacific,New Orleans Pelicans,West,Southwest
474327,2022-02-27,2021,False,24,29,114,118,0,Phoenix Suns,West,Pacific,Utah Jazz,West,Northwest
474322,2022-02-27,2021,False,25,8,92,124,0,Portland Trail Blazers,West,Northwest,Denver Nuggets,West,Northwest
474320,2022-02-27,2021,False,12,2,128,107,1,Indiana Pacers,East,Central,Boston Celtics,East,Atlantic
474324,2022-02-27,2021,False,10,7,101,107,0,Golden State Warriors,West,Pacific,Dallas Mavericks,West,Southwest
474325,2022-02-27,2021,False,11,13,98,99,0,Houston Rockets,West,Southwest,LA Clippers,West,Pacific
474323,2022-02-27,2021,False,4,9,126,127,0,Charlotte Hornets,East,Southeast,Detroit Pistons,East,Central
474329,2022-02-28,2021,False,16,5,112,99,1,Miami Heat,East,Southeast,Chicago Bulls,East,Central
474332,2022-02-28,2021,False,22,12,119,103,1,Orlando Magic,East,Southeast,Indiana Pacers,East,Central
474328,2022-02-28,2021,False,17,4,130,106,1,Milwaukee Bucks,East,Central,Charlotte Hornets,East,Southeast
474330,2022-02-28,2021,False,6,18,122,127,0,Cleveland Cavaliers,East,Central,Minnesota Timberwolves,West,Northwest
474333,2022-02-28,2021,False,21,26,110,131,0,Oklahoma City Thunder,West,Northwest,Sacramento Kings,West,Pacific
474331,2022-02-28,2021,False,15,27,118,105,1,Memphis Grizzlies,West,Southwest,San Antonio Spurs,West,Southwest
474338,2022-03-01,2021,False,14,7,104,109,0,Los Angeles Lakers,West,Pacific,Dallas Mavericks,West,Southwest
474334,2022-03-01,2021,False,30,9,116,113,1,Washington Wizards,East,Southeast,Detroit Pistons,East,Central
474335,2022-03-01,2021,False,11,13,100,113,0,Houston Rockets,West,Southwest,LA Clippers,West,Pacific
474336,2022-03-01,2021,False,2,1,107,98,1,Boston Celtics,East,Atlantic,Atlanta Hawks,East,Southeast
474337,2022-03-01,2021,False,28,3,109,108,1,Toronto Raptors,East,Atlantic,Brooklyn Nets,East,Atlantic
474339,2022-03-01,2021,False,18,10,129,114,1,Minnesota Timberwolves,West,Northwest,Golden State Warriors,West,Pacific
474343,2022-03-02,2021,False,23,20,123,108,1,Philadelphia 76ers,East,Atlantic,New York Knicks,East,Atlantic
474346,2022-03-02,2021,False,24,25,120,90,1,Phoenix Suns,West,Pacific,Portland Trail Blazers,West,Northwest
474341,2022-03-02,2021,False,11,29,127,132,0,Houston Rockets,West,Southwest,Utah Jazz,West,Northwest
474342,2022-03-02,2021,False,17,16,120,119,1,Milwaukee Bucks,East,Central,Miami Heat,East,Southeast
474344,2022-03-02,2021,False,22,12,114,122,0,Orlando Magic,East,Southeast,Indiana Pacers,East,Central
474340,2022-03-02,2021,False,19,26,125,95,1,New Orleans Pelicans,West,Southwest,Sacramento Kings,West,Pacific
474345,2022-03-02,2021,False,6,4,98,119,0,Cleveland Cavaliers,East,Central,Charlotte Hornets,East,Southeast
474347,2022-03-02,2021,False,8,21,107,119,0,Denver Nuggets,West,Northwest,Oklahoma City Thunder,West,Northwest
474349,2022-03-03,2021,False,2,15,120,107,1,Boston Celtics,East,Atlantic,Memphis Grizzlies,West,Southwest
474353,2022-03-03,2021,False,13,14,132,111,1,LA Clippers,West,Pacific,Los Angeles Lakers,West,Pacific
474351,2022-03-03,2021,False,3,16,107,113,0,Brooklyn Nets,East,Atlantic,Miami Heat,East,Southeast
474350,2022-03-03,2021,False,7,10,122,113,1,Dallas Mavericks,West,Southwest,Golden State Warriors,West,Pacific
474348,2022-03-03,2021,False,28,9,106,108,0,Toronto Raptors,East,Atlantic,Detroit Pistons,East,Central
474352,2022-03-03,2021,False,27,26,112,115,0,San Antonio Spurs,West,Southwest,Sacramento Kings,West,Pacific
474357,2022-03-04,2021,False,9,12,111,106,1,Detroit Pistons,East,Central,Indiana Pacers,East,Central
474356,2022-03-04,2021,False,8,11,116,101,1,Denver Nuggets,West,Northwest,Houston Rockets,West,Southwest
474361,2022-03-04,2021,False,23,6,125,119,1,Philadelphia 76ers,East,Atlantic,Cleveland Cavaliers,East,Central
474360,2022-03-04,2021,False,5,17,112,118,0,Chicago Bulls,East,Central,Milwaukee Bucks,East,Central
474354,2022-03-04,2021,False,19,29,124,90,1,New Orleans Pelicans,West,Southwest,Utah Jazz,West,Northwest
474355,2022-03-04,2021,False,21,18,101,138,0,Oklahoma City Thunder,West,Northwest,Minnesota Timberwolves,West,Northwest
474359,2022-03-04,2021,False,24,20,115,114,1,Phoenix Suns,West,Pacific,New York Knicks,East,Atlantic
474358,2022-03-04,2021,False,30,1,114,117,0,Washington Wizards,East,Southeast,Atlanta Hawks,East,Southeast
474365,2022-03-05,2021,False,15,22,124,96,1,Memphis Grizzlies,West,Southwest,Orlando Magic,East,Southeast
474366,2022-03-05,2021,False,4,27,123,117,1,Charlotte Hornets,East,Southeast,San Antonio Spurs,West,Southwest
474363,2022-03-05,2021,False,16,23,99,82,1,Miami Heat,East,Southeast,Philadelphia 76ers,East,Atlantic
474364,2022-03-05,2021,False,7,26,114,113,1,Dallas Mavericks,West,Southwest,Sacramento Kings,West,Pacific
474367,2022-03-05,2021,False,14,10,124,116,1,Los Angeles Lakers,West,Pacific,Golden State Warriors,West,Pacific
474362,2022-03-05,2021,False,18,25,135,121,1,Minnesota Timberwolves,West,Northwest,Portland Trail Blazers,West,Northwest
474371,2022-03-06,2021,False,2,3,126,120,1,Boston Celtics,East,Atlantic,Brooklyn Nets,East,Atlantic
474369,2022-03-06,2021,False,8,19,138,130,1,Denver Nuggets,West,Northwest,New Orleans Pelicans,West,Southwest
474372,2022-03-06,2021,False,17,24,132,122,1,Milwaukee Bucks,East,Central,Phoenix Suns,West,Pacific
474373,2022-03-06,2021,False,30,12,133,123,1,Washington Wizards,East,Southeast,Indiana Pacers,East,Central
474375,2022-03-06,2021,False,13,20,93,116,0,LA Clippers,West,Pacific,New York Knicks,East,Atlantic
474374,2022-03-06,2021,False,6,28,104,96,1,Cleveland Cavaliers,East,Central,Toronto Raptors,East,Atlantic
474370,2022-03-06,2021,False,11,15,123,112,1,Houston Rockets,West,Southwest,Memphis Grizzlies,West,Southwest
474368,2022-03-06,2021,False,21,29,103,116,0,Oklahoma City Thunder,West,Northwest,Utah Jazz,West,Northwest
474380,2022-03-07,2021,False,7,29,111,103,1,Dallas Mavericks,West,Southwest,Utah Jazz,West,Northwest
474378,2022-03-07,2021,False,16,11,123,106,1,Miami Heat,East,Southeast,Houston Rockets,West,Southwest
474381,2022-03-07,2021,False,26,20,115,131,0,Sacramento Kings,West,Pacific,New York Knicks,East,Atlantic
474377,2022-03-07,2021,False,23,5,121,106,1,Philadelphia 76ers,East,Atlantic,Chicago Bulls,East,Central
474379,2022-03-07,2021,False,18,25,124,81,1,Minnesota Timberwolves,West,Northwest,Portland Trail Blazers,West,Northwest
474382,2022-03-07,2021,False,27,14,117,110,1,San Antonio Spurs,West,Southwest,Los Angeles Lakers,West,Pacific
474376,2022-03-07,2021,False,9,1,113,110,1,Detroit Pistons,East,Central,Atlanta Hawks,East,Southeast
474386,2022-03-08,2021,False,22,24,99,102,0,Orlando Magic,East,Southeast,Phoenix Suns,West,Pacific
474385,2022-03-08,2021,False,15,19,132,111,1,Memphis Grizzlies,West,Southwest,New Orleans Pelicans,West,Southwest
474384,2022-03-08,2021,False,12,6,124,127,0,Indiana Pacers,East,Central,Cleveland Cavaliers,East,Central
474387,2022-03-08,2021,False,21,17,115,142,0,Oklahoma City Thunder,West,Northwest,Milwaukee Bucks,East,Central
474383,2022-03-08,2021,False,4,3,121,132,0,Charlotte Hornets,East,Southeast,Brooklyn Nets,East,Atlantic
474388,2022-03-08,2021,False,10,13,112,97,1,Golden State Warriors,West,Pacific,LA Clippers,West,Pacific
474391,2022-03-09,2021,False,18,21,132,102,1,Minnesota Timberwolves,West,Northwest,Oklahoma City Thunder,West,Northwest
474393,2022-03-09,2021,False,11,14,139,130,1,Houston Rockets,West,Southwest,Los Angeles Lakers,West,Pacific
474394,2022-03-09,2021,False,16,24,90,111,0,Miami Heat,East,Southeast,Phoenix Suns,West,Pacific
474390,2022-03-09,2021,False,19,22,102,108,0,New Orleans Pelicans,West,Southwest,Orlando Magic,East,Southeast
474397,2022-03-09,2021,False,27,28,104,119,0,San Antonio Spurs,West,Southwest,Toronto Raptors,East,Atlantic
474389,2022-03-09,2021,False,17,1,124,115,1,Milwaukee Bucks,East,Central,Atlanta Hawks,East,Southeast
474395,2022-03-09,2021,False,4,2,101,115,0,Charlotte Hornets,East,Southeast,Boston Celtics,East,Atlantic
474396,2022-03-09,2021,False,7,20,77,107,0,Dallas Mavericks,West,Southwest,New York Knicks,East,Atlantic
474399,2022-03-09,2021,False,26,8,100,106,0,Sacramento Kings,West,Pacific,Denver Nuggets,West,Northwest
474392,2022-03-09,2021,False,9,5,108,114,0,Detroit Pistons,East,Central,Chicago Bulls,East,Central
474400,2022-03-09,2021,False,13,30,115,109,1,LA Clippers,West,Pacific,Washington Wizards,East,Southeast
474398,2022-03-09,2021,False,29,25,123,85,1,Utah Jazz,West,Northwest,Portland Trail Blazers,West,Northwest
474402,2022-03-10,2021,False,8,10,102,113,0,Denver Nuggets,West,Northwest,Golden State Warriors,West,Pacific
474401,2022-03-10,2021,False,23,3,100,129,0,Philadelphia 76ers,East,Atlantic,Brooklyn Nets,East,Atlantic
474406,2022-03-11,2021,False,16,6,117,105,1,Miami Heat,East,Southeast,Cleveland Cavaliers,East,Central
474407,2022-03-11,2021,False,19,4,120,142,0,New Orleans Pelicans,West,Southwest,Charlotte Hornets,East,Southeast
474411,2022-03-11,2021,False,14,30,122,109,1,Los Angeles Lakers,West,Pacific,Washington Wizards,East,Southeast
474412,2022-03-11,2021,False,24,28,112,117,0,Phoenix Suns,West,Pacific,Toronto Raptors,East,Atlantic
474410,2022-03-11,2021,False,27,29,104,102,1,San Antonio Spurs,West,Southwest,Utah Jazz,West,Northwest
474405,2022-03-11,2021,False,22,18,118,110,1,Orlando Magic,East,Southeast,Minnesota Timberwolves,West,Northwest
474403,2022-03-11,2021,False,15,20,118,114,1,Memphis Grizzlies,West,Southwest,New York Knicks,East,Atlantic
474409,2022-03-11,2021,False,2,9,114,103,1,Boston Celtics,East,Atlantic,Detroit Pistons,East,Central
474404,2022-03-11,2021,False,11,7,100,113,0,Houston Rockets,West,Southwest,Dallas Mavericks,West,Southwest
474408,2022-03-11,2021,False,1,13,112,106,1,Atlanta Hawks,East,Southeast,LA Clippers,West,Pacific
474415,2022-03-12,2021,False,5,6,101,91,1,Chicago Bulls,East,Central,Cleveland Cavaliers,East,Central
474413,2022-03-12,2021,False,16,18,104,113,0,Miami Heat,East,Southeast,Minnesota Timberwolves,West,Northwest
474417,2022-03-12,2021,False,10,17,122,109,1,Golden State Warriors,West,Pacific,Milwaukee Bucks,East,Central
474418,2022-03-12,2021,False,27,12,108,119,0,San Antonio Spurs,West,Southwest,Indiana Pacers,East,Central
474414,2022-03-12,2021,False,29,26,134,125,1,Utah Jazz,West,Northwest,Sacramento Kings,West,Pacific
474419,2022-03-12,2021,False,25,30,127,118,1,Portland Trail Blazers,West,Northwest,Washington Wizards,East,Southeast
474416,2022-03-12,2021,False,8,28,115,127,0,Denver Nuggets,West,Northwest,Toronto Raptors,East,Atlantic
474425,2022-03-13,2021,False,9,13,102,106,0,Detroit Pistons,East,Central,LA Clippers,West,Pacific
474421,2022-03-13,2021,False,2,7,92,95,0,Boston Celtics,East,Atlantic,Dallas Mavericks,West,Southwest
474426,2022-03-13,2021,False,21,15,118,125,0,Oklahoma City Thunder,West,Northwest,Memphis Grizzlies,West,Southwest
474422,2022-03-13,2021,False,3,20,110,107,1,Brooklyn Nets,East,Atlantic,New York Knicks,East,Atlantic
474420,2022-03-13,2021,False,1,12,131,128,1,Atlanta Hawks,East,Southeast,Indiana Pacers,East,Central
474423,2022-03-13,2021,False,19,11,130,105,1,New Orleans Pelicans,West,Southwest,Houston Rockets,West,Southwest
474424,2022-03-13,2021,False,22,23,114,116,0,Orlando Magic,East,Southeast,Philadelphia 76ers,East,Atlantic
474427,2022-03-13,2021,False,24,14,140,111,1,Phoenix Suns,West,Pacific,Los Angeles Lakers,West,Pacific
474429,2022-03-14,2021,False,27,18,139,149,0,San Antonio Spurs,West,Southwest,Minnesota Timberwolves,West,Northwest
474433,2022-03-14,2021,False,26,5,112,103,1,Sacramento Kings,West,Pacific,Chicago Bulls,East,Central
474435,2022-03-14,2021,False,10,30,126,112,1,Golden State Warriors,West,Pacific,Washington Wizards,East,Southeast
474428,2022-03-14,2021,False,6,13,120,111,1,Cleveland Cavaliers,East,Central,LA Clippers,West,Pacific
474436,2022-03-14,2021,False,14,28,103,114,0,Los Angeles Lakers,West,Pacific,Toronto Raptors,East,Atlantic
474434,2022-03-14,2021,False,1,25,122,113,1,Atlanta Hawks,East,Southeast,Portland Trail Blazers,West,Northwest
474431,2022-03-14,2021,False,29,17,111,117,0,Utah Jazz,West,Northwest,Milwaukee Bucks,East,Central
474430,2022-03-14,2021,False,23,8,110,114,0,Philadelphia 76ers,East,Atlantic,Denver Nuggets,West,Northwest
474432,2022-03-14,2021,False,21,4,116,134,0,Oklahoma City Thunder,West,Northwest,Charlotte Hornets,East,Southeast
474440,2022-03-15,2021,False,16,9,105,98,1,Miami Heat,East,Southeast,Detroit Pistons,East,Central
474439,2022-03-15,2021,False,19,24,115,131,0,New Orleans Pelicans,West,Southwest,Phoenix Suns,West,Pacific
474438,2022-03-15,2021,False,12,15,102,135,0,Indiana Pacers,East,Central,Memphis Grizzlies,West,Southwest
474437,2022-03-15,2021,False,22,3,108,150,0,Orlando Magic,East,Southeast,Brooklyn Nets,East,Atlantic
474441,2022-03-16,2021,False,18,14,124,104,1,Minnesota Timberwolves,West,Northwest,Los Angeles Lakers,West,Pacific
474448,2022-03-16,2021,False,27,21,122,120,1,San Antonio Spurs,West,Southwest,Oklahoma City Thunder,West,Northwest
474446,2022-03-16,2021,False,6,23,114,118,0,Cleveland Cavaliers,East,Central,Philadelphia 76ers,East,Atlantic
474451,2022-03-16,2021,False,26,17,126,135,0,Sacramento Kings,West,Pacific,Milwaukee Bucks,East,Central
474444,2022-03-16,2021,False,4,1,116,106,1,Charlotte Hornets,East,Southeast,Atlanta Hawks,East,Southeast
474452,2022-03-16,2021,False,13,28,100,103,0,LA Clippers,West,Pacific,Toronto Raptors,East,Atlantic
474450,2022-03-16,2021,False,10,2,88,110,0,Golden State Warriors,West,Pacific,Boston Celtics,East,Atlantic
474449,2022-03-16,2021,False,29,5,125,110,1,Utah Jazz,West,Northwest,Chicago Bulls,East,Central
474447,2022-03-16,2021,False,30,8,109,127,0,Washington Wizards,East,Southeast,Denver Nuggets,West,Northwest
474445,2022-03-16,2021,False,11,24,112,129,0,Houston Rockets,West,Southwest,Phoenix Suns,West,Pacific
474442,2022-03-16,2021,False,20,25,128,98,1,New York Knicks,East,Atlantic,Portland Trail Blazers,West,Northwest
474443,2022-03-16,2021,False,3,7,111,113,0,Brooklyn Nets,East,Atlantic,Dallas Mavericks,West,Southwest
474453,2022-03-17,2021,False,22,9,120,134,0,Orlando Magic,East,Southeast,Detroit Pistons,East,Central
474460,2022-03-18,2021,False,3,25,128,123,1,Brooklyn Nets,East,Atlantic,Portland Trail Blazers,West,Northwest
474462,2022-03-18,2021,False,29,13,121,92,1,Utah Jazz,West,Northwest,LA Clippers,West,Pacific
474461,2022-03-18,2021,False,11,12,118,121,0,Houston Rockets,West,Southwest,Indiana Pacers,East,Central
474463,2022-03-18,2021,False,27,19,91,124,0,San Antonio Spurs,West,Southwest,New Orleans Pelicans,West,Southwest
474458,2022-03-18,2021,False,1,15,120,105,1,Atlanta Hawks,East,Southeast,Memphis Grizzlies,West,Southwest
474454,2022-03-18,2021,False,23,7,111,101,1,Philadelphia 76ers,East,Atlantic,Dallas Mavericks,West,Southwest
474459,2022-03-18,2021,False,28,14,123,128,0,Toronto Raptors,East,Atlantic,Los Angeles Lakers,West,Pacific
474455,2022-03-18,2021,False,6,8,119,116,1,Cleveland Cavaliers,East,Central,Denver Nuggets,West,Northwest
474457,2022-03-18,2021,False,20,30,100,97,1,New York Knicks,East,Atlantic,Washington Wizards,East,Southeast
474464,2022-03-18,2021,False,24,5,129,102,1,Phoenix Suns,West,Pacific,Chicago Bulls,East,Central
474456,2022-03-18,2021,False,16,21,120,108,1,Miami Heat,East,Southeast,Oklahoma City Thunder,West,Northwest
474465,2022-03-18,2021,False,26,2,97,126,0,Sacramento Kings,West,Pacific,Boston Celtics,East,Atlantic
474466,2022-03-19,2021,False,4,7,129,108,1,Charlotte Hornets,East,Southeast,Dallas Mavericks,West,Southwest
474469,2022-03-19,2021,False,30,14,127,119,1,Washington Wizards,East,Southeast,Los Angeles Lakers,West,Pacific
474468,2022-03-19,2021,False,6,9,113,109,1,Cleveland Cavaliers,East,Central,Detroit Pistons,East,Central
474467,2022-03-19,2021,False,18,17,138,119,1,Minnesota Timberwolves,West,Northwest,Milwaukee Bucks,East,Central
474471,2022-03-20,2021,False,26,24,124,127,0,Sacramento Kings,West,Pacific,Phoenix Suns,West,Pacific
474473,2022-03-20,2021,False,22,21,90,85,1,Orlando Magic,East,Southeast,Oklahoma City Thunder,West,Northwest
474478,2022-03-20,2021,False,10,27,108,110,0,Golden State Warriors,West,Pacific,San Antonio Spurs,West,Southwest
474472,2022-03-20,2021,False,23,28,88,93,0,Philadelphia 76ers,East,Atlantic,Toronto Raptors,East,Atlantic
474470,2022-03-20,2021,False,1,19,112,117,0,Atlanta Hawks,East,Southeast,New Orleans Pelicans,West,Southwest
474476,2022-03-20,2021,False,11,15,98,122,0,Houston Rockets,West,Southwest,Memphis Grizzlies,West,Southwest
474474,2022-03-20,2021,False,12,25,129,98,1,Indiana Pacers,East,Central,Portland Trail Blazers,West,Northwest
474475,2022-03-20,2021,False,20,29,93,108,0,New York Knicks,East,Atlantic,Utah Jazz,West,Northwest
474477,2022-03-20,2021,False,8,2,104,124,0,Denver Nuggets,West,Northwest,Boston Celtics,East,Atlantic
474484,2022-03-21,2021,False,4,19,106,103,1,Charlotte Hornets,East,Southeast,New Orleans Pelicans,West,Southwest
474479,2022-03-21,2021,False,23,16,113,106,1,Philadelphia 76ers,East,Atlantic,Miami Heat,East,Southeast
474482,2022-03-21,2021,False,6,14,120,131,0,Cleveland Cavaliers,East,Central,Los Angeles Lakers,West,Pacific
474486,2022-03-21,2021,False,9,25,115,119,0,Detroit Pistons,East,Central,Portland Trail Blazers,West,Northwest
474480,2022-03-21,2021,False,7,18,110,108,1,Dallas Mavericks,West,Southwest,Minnesota Timberwolves,West,Northwest
474485,2022-03-21,2021,False,3,29,114,106,1,Brooklyn Nets,East,Atlantic,Utah Jazz,West,Northwest
474481,2022-03-21,2021,False,11,30,115,97,1,Houston Rockets,West,Southwest,Washington Wizards,East,Southeast
474483,2022-03-21,2021,False,5,28,113,99,1,Chicago Bulls,East,Central,Toronto Raptors,East,Atlantic
474487,2022-03-21,2021,False,21,2,123,132,0,Oklahoma City Thunder,West,Northwest,Boston Celtics,East,Atlantic
